,Symbol,Name
853,DEX,Delaware Enhanced Global Dividend
854,DDF,Delaware Investments Dividend  ome
855,DKL,Delek Logistics Partners LP
856,DK,Delek US Holdings
857,DVMT,Dell Technologies
858,DLPH,Delphi Technologies PLC
859,DAL,Delta Air Lines
860,DEL,Deltic Timber
861,DLX,Deluxe
862,DNR,Denbury Resources
863,DESP,Despegar
864,DKT,Deutsch Bk Contingent Cap Tr V
865,DB,Deutsche Bank AG
866,DTK,Deutsche Bank AG
867,DXB,Deutsche Bank AG
868,DVN,Devon Energy
869,DHX,DHI Group
870,DHT,DHT Holdings
871,DEO,Diageo plc
872,DO,Diamond Offshore Drilling
873,DRH,Diamondrock Hospitality pany
874,DSX,Diana Shipping
875,DSX^B,Diana Shipping
876,DSXN,Diana Shipping
877,DKS,Dick39s Sporting Goods
878,DBD,Diebold Nixdorf orporated
879,DLR,Digital Realty
880,DLR^C,Digital Realty
881,DLR^G,Digital Realty
882,DLR^H,Digital Realty
883,DLR^I,Digital Realty
884,DLR^J,Digital Realty
885,DDS,Dillard39s
886,DDT,Dillard39s
887,DIN,DineEquity
888,DPLO,Diplomat Pharmacy
889,DFS,Discover Financial Services
890,DNI,Dividend and ome
891,DLB,Dolby Laboratories
892,DG,Dollar General
893,DM,Dominion Energy Midstream Partners LP
894,D,Dominion Energy
895,DCUD,Dominion Energy
896,DRUA,Dominion Energy
897,DPZ,Domino39s Pizza
898,UFS,Domtar
899,DCI,Donaldson pany
900,DFIN,Donnelley Financial Solutions
901,LPG,Dorian LPG Ltd
902,DSL,DoubleLine ome Solutions
903,DBL,DoubleLine Opportunistic Credit
904,PLOW,Douglas Dynamics
905,DEI,Douglas Emmett
906,DOV,Dover
907,DDE,Dover Downs Gaming  Entertainment
908,DVD,Dover Motorsports
909,DWDP,DowDuPont
910,DPS,Dr Pepper Snapple Group
911,RDY,Dr Reddy39s Laboratories Ltd
912,DRD,DRDGOLD Limited
913,DCF,Dreyfus Alcentra
914,DHF,Dreyfus High Yield Strategies
915,DMB,Dreyfus Municipal Infrastructure
916,DSM,Dreyfus Strategic Municipal
917,LEO,Dreyfus Strategic Municipals
918,DRQ,DrilQuip
919,DS,Drive Shack
920,DS^B,Drive Shack
921,DS^C,Drive Shack
922,DS^D,Drive Shack
923,DST,DST Systems
924,DSW,DSW
925,DTE,DTE Energy pany
926,DTJ,DTE Energy pany
927,DTQ,DTE Energy pany
928,DTV,DTE Energy pany
929,DTW,DTE Energy pany
930,DTY,DTE Energy pany
931,DCO,Dumun orporated
932,DPG,Duff  Phelps Global Utility ome
933,DSE,Duff  Phelps Select Energy MLP
934,DNP,Duff  Phelps Utilities ome
935,DTF,Duff  Phelps Utilities TaxFree ome
936,DUC,Duff  Phelps Utility  orate
937,DUK,Duke Energy
938,DUKH,Duke Energy
939,DRE,Duke Realty
940,DNB,Dun  Bradstreet  The
941,DHG,DWS High ome Opportunities
942,DXC,DXC Technology pany
943,DY,Dy Industries
944,DLNG,Dynagas LNG Partners LP
945,DLNG^A,Dynagas LNG Partners LP
946,DYN,Dynegy
947,DYN.WS.A,Dynegy
948,DYNC,Dynegy
949,DX,Dynex Capital
950,DX^A,Dynex Capital
951,DX^B,Dynex Capital
952,DD^A,EI du Pont de Nemours and pany
953,DD^B,EI du Pont de Nemours and pany
954,ELF,elf Beauty
955,SSP,EW Scripps pany The
956,EGIF,Eagle Growth and ome Opportunities
957,EXP,Eagle Materials
958,ECC,Eagle Point Credit pany
959,ECCA,Eagle Point Credit pany
960,ECCB,Eagle Point Credit pany
961,ECCY,Eagle Point Credit pany
962,ECCZ,Eagle Point Credit pany
963,ESTE,Earthstone Energy
964,DEA,Easterly Government Properties
965,EGP,EastGroup Properties
966,EMN,Eastman Chemical pany
967,KODK,Eastman Kodak pany
968,KODK.WS,Eastman Kodak pany
969,KODK.WS.A,Eastman Kodak pany
970,ETN,Eaton  PLC
971,ETV,Eaton Vance
972,ETW,Eaton Vance
973,EV,Eaton Vance
974,EOI,Eaton Vance Enhance Equity ome
975,EOS,Eaton Vance Enhanced Equity ome  II
976,EFT,Eaton Vance Floating Rate ome
977,EFL,Eaton Vance FloatingRate 2022 Target Term
978,EFF,Eaton vance FloatingRate ome Plus
979,EHT,Eaton Vance High ome 2021 Target Term
980,ETX,Eaton Vance Municipal ome 2028 Term
981,EOT,Eaton Vance Municipal ome
982,EVN,Eaton Vance Municipal ome
983,ETJ,Eaton Vance RiskManaged Diversified Equity ome
984,EFR,Eaton Vance Senior FloatingRate
985,EVF,Eaton Vance Senior ome
986,EVG,Eaton Vance Short Diversified ome
987,EVT,Eaton Vance Tax Advantaged Dividend ome
988,ETO,Eaton Vance TaxAdvantage Global Dividend Opp
989,EXD,Eaton Vance TaxAdvantaged
990,ETG,Eaton Vance TaxAdvantaged Global Dividend ome
991,ETB,Eaton Vance TaxManaged BuyWrite ome
992,ETY,Eaton Vance TaxManaged Diversified Equity ome
993,EXG,Eaton Vance TaxManaged Global Diversified Equity ome
994,ECT,ECA Marcellus  I
995,ECR,Eclipse Resources
996,ECL,Ecolab
997,EC,Ecopetrol SA
998,EIX,Edison International
999,EDR,Education Realty
1000,EW,Edwards Lifesciences
1001,EHIC,eHi Car Services Limited
1002,EP^C,El Paso
1003,EE,El Paso Electric pany
1004,EGO,Eldorado Gold
1005,ELVT,Elevate Credit
1006,LLY,Eli Lilly and pany
1007,ELLI,Ellie Mae
1008,EFC,Ellington Financial LLC
1009,EARN,Ellington Residential Mortgage REIT
1010,AKO.A,Embotelladora Andina SA
1011,AKO.B,Embotelladora Andina SA
1012,ERJ,EmbraerEmpresa Brasileira de Aeronautica
1013,EME,EMCOR Group
1014,EEX,Emerald Expositions Events
1015,EMES,Emerge Energy Services LP
1016,EBS,Emergent Biosolutions
1017,EMR,Emerson Electric pany
1018,ESRT,Empire State Realty
1019,EIG,Employers Holdings
1020,EDN,Empresa Distribuidora Y ercializadora Norte SA Edenor
1021,ENBL,Enable Midstream Partners LP
1022,EEQ,Enbridge Energy Management LLC
1023,EEP,Enbridge Energy LP
1024,ENB,Enbridge
1025,ECA,Encana
1026,EHC,Enpass Health
1027,EXK,Endeavour Silver
1028,NDRO,Enduro Royalty
1029,ENIA,Enel Americas SA
1030,ENIC,Enel Chile SA
1031,EOCC,Enel Generacion Chile SA
1032,EGN,Energen
1033,ENR,Energizer Holdings
1034,EPC,Energizer Holdings
1035,ETE,Energy Transfer Equity LP
1036,ETP,Energy Transfer Partners LP
1037,ERF,Enerplus
1038,ENS,Enersys
1039,EGL,Engility Holdings
1040,E,ENI SpA
1041,ENLK,EnLink Midstream Partners LP
1042,ENLC,EnLink Midstream LLC
1043,EBF,Ennis
1044,ENVA,Enova International
1045,NPO,EnPro Industries
1046,ESV,ENSCO plc
1047,ETM,Enter munications
1048,EAB,Entergy Arkansas
1049,EAE,Entergy Arkansas
1050,EAI,Entergy Arkansas
1051,ETR,Entergy
1052,ELC,Entergy Louisiana
1053,ELJ,Entergy Louisiana
1054,ELU,Entergy Louisiana
1055,EMP,Entergy Mississippi
1056,ENJ,Entergy New Orleans LLC
1057,ENO,Entergy New Orleans LLC
1058,EZT,Entergy Texas
1059,EPD,Enterprise Products Partners LP
1060,EVC,Entravision munications
1061,ENV,Envestnet
1062,EVHC,Envision Healthcare
1063,EVA,Enviva Partners LP
1064,ENZ,Enzo Biochem
1065,EOG,EOG Resources
1066,EPE,EP Energy
1067,EPAM,EPAM Systems
1068,EPR,EPR Properties
1069,EPR^C,EPR Properties
1070,EPR^E,EPR Properties
1071,EPR^G,EPR Properties
1072,EQT,EQT
1073,EQGP,EQT GP Holdings LP
1074,EQM,EQT Midstream Partners LP
1075,EFX,Equifax
1076,EQC,Equity monwealth
1077,EQC^D,Equity monwealth
1078,EQCO,Equity monwealth
1079,ELS,Equity Lifestyle Properties
1080,EQR,Equity Residential
1081,EQS,Equus Total Return
1082,ERA,Era Group
1083,EROS,Eros International PLC
1084,ESE,ESCO Technologies
1085,ESNT,Essent Group Ltd
1086,ESS,Essex Property
1087,EL,Estee Lauder panies  The
1088,ESL,Esterline Technologies
1089,ETH,Ethan Allen Interiors
1090,EURN,Euronav NV
1091,EEA,European Equity   The
1092,EVR,Evercore
1093,RE,Everest Re Group Ltd
1094,EVRI,Everi Holdings
1095,ES,Eversource Energy
1096,EVTC,Evertec
1097,EVH,Evolent Health
1098,AQUA,Evoqua Water Technologies
1099,EXC,Exelon
1100,EXPR,Express
1101,STAY,Extended Stay America
1102,EXTN,Exterran
1103,EXR,Extra Space Storage
1104,XOM,Exxon Mobil
1105,FNB,FNB
1106,FNB^E,FNB
1107,FN,Fabrinet
1108,FDS,FactSet Research Systems
1109,FICO,Fair Isaac
1110,FMSA,Fairmount Santrol Holdings
1111,SFUN,Fang Holdings Limited
1112,FPI,Farmland Partners
1113,FPI^B,Farmland Partners
1114,FBK,FB Financial
1115,FFG,FBL Financial Group
1116,FCB,FCB Financial Holdings
1117,AGM,Federal Agricultural Mortgage
1118,AGM.A,Federal Agricultural Mortgage
1119,AGM^A,Federal Agricultural Mortgage
1120,AGM^B,Federal Agricultural Mortgage
1121,AGM^C,Federal Agricultural Mortgage
1122,FRT,Federal Realty Investment
1123,FRT^C,Federal Realty Investment
1124,FSS,Federal Signal
1125,FII,Federated Investors
1126,FMN,Federated Premier Municipal ome
1127,FDX,FedEx
1128,RACE,Ferrari NV
1129,FGP,Ferrellgas Partners LP
1130,FOE,Ferro
1131,FG,FGL Holdings
1132,FG.WS,FGL Holdings
1133,FCAU,Fiat Chrysler Automobiles NV
1134,FBR,Fibria Celulose SA
1135,FNF,Fidelity National Financial
1136,FIS,Fidelity National Information Services
1137,FMO,FiduciaryClaymore MLP Opportunity
1138,FAC,First Acceptance
1139,FAF,First American  The
1140,FBP,First Ban
1141,FCFS,First Cash
1142,FCF,First monwealth Financial
1143,FDC,First Data
1144,FHN,First Horizon National
1145,FHN^A,First Horizon National
1146,FR,First Industrial Realty
1147,AG,First Majestic Silver
1148,FRC,FIRST REPUBLIC BANK
1149,FRC^D,FIRST REPUBLIC BANK
1150,FRC^E,FIRST REPUBLIC BANK
1151,FRC^F,FIRST REPUBLIC BANK
1152,FRC^G,FIRST REPUBLIC BANK
1153,FRC^H,FIRST REPUBLIC BANK
1154,FFA,First
1155,FMY,First
1156,FDEU,First  Dynamic Europe Equity ome
1157,FIF,First  Energy Infrastructure
1158,FSD,First  High ome Long Short
1159,FPF,First  Intermediate Duration Preferred  ome
1160,FEI,First  MLP and Energy ome
1161,FPL,First  New Opportunities MLP  Energy
1162,FIV,First  Senior Floating Rate 2022 Target Term
1163,FCT,First  Senior Floating Rate ome  II
1164,FGB,First  Specialty Finance and Financial Opportunities
1165,FHY,First  Strategic High ome  II
1166,FEO,First Aberdeen Emerging Opportunity
1167,FAM,First Aberdeen Global Opportunity ome
1168,FE,FirstEnergy
1169,FIT,Fitbit
1170,OAKS,Five Oaks Investment
1171,OAKS^A,Five Oaks Investment
1172,FPH,Five Point Holdings LLC
1173,FBC,Flagstar Ban
1174,DFP,Flaherty  Crumrine Dynamic Preferred and ome
1175,PFD,Flaherty  Crumrine Preferred ome  orporated
1176,PFO,Flaherty  Crumrine Preferred ome Opportunity
1177,FFC,Flaherty  Crumrine Preferred Securities ome
1178,FLC,Flaherty  Crumrine Total Return
1179,FLT,FleetCor Technologies
1180,FND,Floor  Decor Holdings
1181,FTK,Flotek Industries
1182,FLO,Flowers Foods
1183,FLS,Flowserve
1184,FLR,Fluor
1185,FLY,Fly Leasing Limited
1186,FMC,FMC
1187,FMX,Fomento Economico Mexicano SAB de CV
1188,FL,Foot Locker
1189,F,Ford Motor pany
1190,FELP,Foresight Energy LP
1191,FCE.A,Forest City Realty
1192,FOR,Forestar Group
1193,FTS,Fortis
1194,FTV,Fortive
1195,FTAI,Fortress Transportation and Infrastructure Investors LLC
1196,FSM,Fortuna Silver Mines
1197,FBHS,Fortune Brands Home  Security
1198,FET,Forum Energy Technologies
1199,FBM,Foundation Building Materials
1200,FCPT,Four Corners Property
1201,FEDU,Four Seasons Education Cayman
1202,FNV,FrancoNevada
1203,FC,Franklin Covey pany
1204,FSB,Franklin Financial Network
1205,BEN,Franklin Resources
1206,FT,Franklin Universal
1207,FI,Frank39s International NV
1208,FCX,FreeportMcMoran
1209,FMS,Fresenius Medical Care
1210,FDP,Fresh Del Monte Produce
1211,FRO,Frontline Ltd
1212,FSIC,FS Investment
1213,FCN,FTI Consulting
1214,FF,FutureFuel
1215,GCV,Gabelli Convertible and ome Securities   The
1216,GCV^B,Gabelli Convertible and ome Securities   The
1217,GDV,Gabelli Dividend
1218,GDV^A,Gabelli Dividend
1219,GDV^D,Gabelli Dividend
1220,GDV^G,Gabelli Dividend
1221,GAB,Gabelli Equity   The
1222,GAB^D,Gabelli Equity   The
1223,GAB^G,Gabelli Equity   The
1224,GAB^H,Gabelli Equity   The
1225,GAB^J,Gabelli Equity   The
1226,GGZ,Gabelli Global Small and Mid Cap Value  The
1227,GGZ^A,Gabelli Global Small and Mid Cap Value  The
1228,GGT,Gabelli MultiMedia   The
1229,GGT^B,Gabelli MultiMedia   The
1230,GGT^E,Gabelli MultiMedia   The
1231,GUT,Gabelli Utility  The
1232,GUT^A,Gabelli Utility  The
1233,GUT^C,Gabelli Utility  The
1234,GFA,Gafisa SA
1235,GCAP,GAIN Capital Holdings
1236,GBL,Gamco Investors
1237,GNT,GAMCO Natural Resources Gold  ome Tust
1238,GNT^A,GAMCO Natural Resources Gold  ome Tust
1239,GME,Gamestop
1240,GPS,Gap  The
1241,GDI,Gardner Denver Holdings
1242,IT,Gartner
1243,GLOG,GasLog LP
1244,GLOG^A,GasLog LP
1245,GLOP,GasLog Partners LP
1246,GLOP^A,GasLog Partners LP
1247,GATX,GATX
1248,GMTA,GATX
1249,GZT,GazitGlobe Ltd
1250,GCP,GCP Applied Technologies
1251,GNK,Genco Shipping  Trading Limited
1252,GNRT,Gener8 Maritime
1253,GNRC,Generac Holdlings
1254,GAM,General American Investors
1255,GAM^B,General American Investors
1256,BGC,General Cable
1257,GD,General Dynamics
1258,GEH,General Electric Capital
1259,GEK,General Electric Capital
1260,GE,General Electric pany
1261,GEB,General Electric pany
1262,GIS,General Mills
1263,GM,General Motors pany
1264,GM.WS.B,General Motors pany
1265,GCO,Genesco
1266,GWR,Genesee  Wyoming
1267,GEL,Genesis Energy LP
1268,GEN,Genesis Healthcare
1269,GNE,Genie Energy Ltd
1270,GNE^A,Genie Energy Ltd
1271,G,Genpact Limited
1272,GPC,Genuine Parts pany
1273,GNW,Genworth Financial
1274,GEO,Geo Group  The
1275,GPRK,Geopark Ltd
1276,GPJA,Georgia Power pany
1277,GGB,Gerdau SA
1278,GTY,Getty Realty
1279,GGP,GGP
1280,GGP^A,GGP
1281,GIG.U,GigCapital
1282,GIL,Gildan Activewear
1283,GLT,Glatfelter
1284,GKOS,Glaukos
1285,GSK,GlaxoSmithKline PLC
1286,BRSS,Global Brass and Copper Holdings
1287,GMRE,Global Medical REIT
1288,GMRE^A,Global Medical REIT
1289,GNL,Global Net Lease
1290,GNL^A,Global Net Lease
1291,GLP,Global Partners LP
1292,GPN,Global Payments
1293,GSL,Global Ship Lease
1294,GSL^B,Global Ship Lease
1295,GLOB,Globant SA
1296,GMED,Globus Medical
1297,GMS,GMS
1298,GNC,GNC Holdings
1299,GDDY,GoDaddy
1300,GOL,Gol Linhas Aereas Inteligentes SA
1301,GFI,Gold Fields Limited
1302,GG,Gold
1303,GSBD,Goldman Sachs BDC
1304,GS,Goldman Sachs Group  The
1305,GS^A,Goldman Sachs Group  The
1306,GS^B,Goldman Sachs Group  The
1307,GS^C,Goldman Sachs Group  The
1308,GS^D,Goldman Sachs Group  The
1309,GS^J,Goldman Sachs Group  The
1310,GS^K,Goldman Sachs Group  The
1311,GS^N,Goldman Sachs Group  The
1312,GER,Goldman Sachs MLP Energy Renaissance
1313,GMZ,Goldman Sachs MLP ome Opportunities
1314,GRC,GormanRupp pany The
1315,GPX,GP Strategies
1316,GGG,Graco
1317,GHM,Graham
1318,GHC,Graham Holdings pany
1319,GPT,Gramercy Property
1320,GPT^A,Gramercy Property
1321,GRAM,Grana y Montero SAA
1322,GVA,Granite Construction orporated
1323,GPMT,Granite Point Mortgage
1324,GRP.U,Granite Real Estate
1325,GPK,Graphic Packaging Holding pany
1326,GTN,Gray Television
1327,GTN.A,Gray Television
1328,AJX,Great Ajax
1329,AJXA,Great Ajax
1330,GXP,Great Plains Energy
1331,GWB,Great Western Ban
1332,GDOT,Green Dot
1333,GBX,Greenbrier panies  The
1334,GHL,Greenhill  Co
1335,GEF,Greif Bros
1336,GEF.B,Greif Bros
1337,GFF,Griffon
1338,GPI,Group 1 Automotive
1339,GRUB,GrubHub
1340,PAC,Grupo Aeroportuario Del Pacifico SA de CV
1341,ASR,Grupo Aeroportuario del Sureste SA de CV
1342,AVAL,Grupo Aval Acciones y Valores SA
1343,BSMX,Grupo Financiero Santander Mexico SA B de CV
1344,SUPV,Grupo Supervielle SA
1345,TV,Grupo Televisa SA
1346,GTT,GTT munications
1347,GSH,Guangshen Railway pany Limited
1348,GES,Guess
1349,GGM,Guggenheim Credit Allocation
1350,GPM,Guggenheim Enhanced Equity ome
1351,GOF,Guggenheim Strategic Opportunities
1352,GBAB,Guggenheim Taxable Municipal Managed Duration Trst
1353,GWRE,Guidewire Software
1354,HRB,HR Block
1355,FUL,H B Fuller pany
1356,HAE,Haemonetics
1357,HK,Halcon Resources
1358,HK.WS,Halcon Resources
1359,HAL,Halliburton pany
1360,HYH,Halyard Health
1361,HBB,Hamilton Beach Brands Holding pany
1362,HBI,Hanesbrands
1363,HASI,Hannon Armstrong Sustainable Infrastructure Capital
1364,HOG,HarleyDavidson
1365,HMY,Harmony Gold Mining pany Limited
1366,HRS,Harris
1367,HSC,Harsco
1368,HHS,HarteHanks
1369,HGH,Hartford Financial Services Group  The
1370,HIG,Hartford Financial Services Group  The
1371,HIG.WS,Hartford Financial Services Group  The
1372,HVT,Haverty Furniture panies
1373,HVT.A,Haverty Furniture panies
1374,HE,Hawaiian Electric Industries
1375,HE^U,Hawaiian Electric Industries
1376,HCHC,HC2 Holdings
1377,HCA,HCA Healthcare
1378,HCI,HCI Group
1379,HCP,HCP
1380,HDB,HDFC Bank Limited
1381,HR,Healthcare Realty  orporated
1382,HTA,Healthcare  of America
1383,HL,Hecla Mining pany
1384,HL^B,Hecla Mining pany
1385,HEI,Heico
1386,HEI.A,Heico
1387,HLX,Helix Energy Solutions Group
1388,HP,Helmerich  Payne
1389,HLF,Herbalife LTD
1390,HRI,Herc Holdings
1391,HTGC,Hercules Capital
1392,HTGX,Hercules Capital
1393,HRTG,Heritage Insurance Holdings
1394,HT,Hersha Hospitality
1395,HT^C,Hersha Hospitality
1396,HT^D,Hersha Hospitality
1397,HT^E,Hersha Hospitality
1398,HSY,Hershey pany The
1399,HTZ,Hertz Global Holdings
1400,HES,Hess
1401,HES^A,Hess
1402,HESM,Hess Midstream Partners LP
1403,HPE,Hewlett Packard Enterprise pany
1404,HXL,Hexcel
1405,HF,HFF
1406,HCLP,HiCrush Partners LP
1407,HFRO,Highland Floating Rate Opportunities
1408,HIW,Highwoods Properties
1409,HIL,Hill International
1410,HI,Hillenbrand
1411,HRC,HillRom Holdings
1412,HTH,Hilltop Holdings
1413,HGV,Hilton Grand Vacations
1414,HLT,Hilton Worldwide Holdings
1415,HNI,HNI
1416,HMLP,Hoegh LNG Partners LP
1417,HMLP^A,Hoegh LNG Partners LP
1418,HEP,Holly Energy Partners LP
1419,HFC,HollyFrontier
1420,HD,Home Depot  The
1421,HMC,Honda Motor pany Ltd
1422,HON,Honeywell International
1423,HMN,Horace Mann Educators
1424,HZN,Horizon Global
1425,HTFA,Horizon Technology Finance
1426,HRL,Hormel Foods
1427,HOS,Hornbeck Offshore Services
1428,HST,Host Hotels  Resorts
1429,HLI,Houlihan Lokey
1430,HOV,Hovnanian Enterprises
1431,HHC,Howard Hughes  The
1432,HPQ,HP
1433,HRG,HRG Group
1434,HSBC,HSBC Holdings plc
1435,HSBC^A,HSBC Holdings plc
1436,HSEA,HSBC Holdings plc
1437,HSEB,HSBC Holdings plc
1438,HNP,Huaneng Power International
1439,HUBB,Hubbell
1440,HUBS,HubSpot
1441,HBM,Hudbay Minerals
1442,HBM.WS,Hudbay Minerals
1443,HPP,Hudson Pacific Properties
1444,HGT,Hugoton Royalty
1445,HUM,Humana
1446,HII,Huntington Ingalls Industries
1447,HUN,Huntsman
1448,H,Hyatt Hotels
1449,HY,HysterYale Materials Handling
1450,IAG,Iamgold
1451,IBN,ICICI Bank Limited
1452,IDA,IDA
1453,IEX,IDEX
1454,IDT,IDT
1455,ITW,Illinois Tool Works
1456,IMAX,Imax
1457,ICD,Independence Contract Drilling
1458,IHC,Independence Holding pany
1459,IRT,Independence Realty
1460,IFN,India   The
1461,IBA,Industrias Bachoco SA de CV
1462,INFY,Infosys Limited
1463,HIFR,InfraREIT
1464,ING,ING Group NV
1465,ISF,ING Group NV
1466,ISG,ING Group NV
1467,IR,IngersollRand plc Ireland
1468,NGVT,Ingevity
1469,INGR,Ingredion orporated
1470,IIPR,Innovative Industrial Properties
1471,IIPR^A,Innovative Industrial Properties
1472,IPHI,Inphi
1473,INSI,Insight Select ome
1474,NSP,Insperity
1475,IBP,Installed Building Products
1476,INST,Instructure
1477,ITGR,Integer Holdings
1478,I,Intelsat SA
1479,ICE,Intercontinental Exchange
1480,IHG,Intercontinental Hotels Group
1481,IFF,Internationa Flavors  Fragrances
1482,IBM,International Business Machines
1483,IGT,International Game Technology
1484,IP,International Paper pany
1485,INSW,International Seaways
1486,IPG,Interpublic Group of panies  The
1487,IPL^D,Interstate Power and Light pany
1488,INXN,InterXion Holding NV
1489,IPI,Intrepid Potash
1490,XON,Intrexon
1491,IVC,Invacare
1492,VBF,Invesco
1493,VCV,Invesco California Value Municipal ome
1494,VTA,Invesco Credit Opportunities
1495,IHIT,Invesco High ome 2023 Target Term
1496,IHTA,Invesco High ome 2024 Target Term
1497,VLT,Invesco High ome  II
1498,IVR,INVESCO MORTGAGE CAPITAL
1499,IVR^B,INVESCO MORTGAGE CAPITAL
1500,IVR^C,INVESCO MORTGAGE CAPITAL
1501,IVR^A,Invesco Mortgage Capital
1502,OIA,Invesco Municipal ome Opportunities
1503,VMO,Invesco Municipal Opportunity
1504,VKQ,Invesco Municipal
1505,VPV,Invesco Pennsylvania Value Municipal ome
1506,IVZ,Invesco Plc
1507,IQI,Invesco Quality Municipal ome
1508,VVR,Invesco Senior ome
1509,VTN,Invesco   for Investment Grade New York Municipal
1510,VGM,Invesco  for Investment Grade Municipals
1511,IIM,Invesco Value Municipal ome
1512,ITG,Investment Technology Group
1513,IRET,Investors Real Estate
1514,IRET^C,Investors Real Estate
1515,NVTA,Invitae
1516,INVH,Invitation Homes
1517,IO,Ion Geophysical
1518,IQV,IQVIA Holdings
1519,IRM,Iron Mountain orporated
1520,IRS,IRSA Inversiones Y Representaciones SA
1521,ICL,Israel Chemicals Shs
1522,STAR,iStar Financial
1523,STAR^D,iStar Financial
1524,STAR^G,iStar Financial
1525,STAR^I,iStar Financial
1526,ITCB,Ita Banca
1527,ITUB,Itau Unibanco Banco Holding SA
1528,ITT,ITT
1529,IVH,Ivy High ome Opportunities
1530,JPM,J P Morgan Chase  Co
1531,JPM.WS,J P Morgan Chase  Co
1532,JPM^A,J P Morgan Chase  Co
1533,JPM^B,J P Morgan Chase  Co
1534,JPM^E,J P Morgan Chase  Co
1535,JPM^F,J P Morgan Chase  Co
1536,JPM^G,J P Morgan Chase  Co
1537,JPM^H,J P Morgan Chase  Co
1538,JAX,J Alexander39s Holdings
1539,JILL,J Jill
1540,JCP,JC Penney pany  Holding pany
1541,SJM,JM Smucker pany The
1542,JBL,Jabil
1543,JEC,Jacobs Engineering Group
1544,JAG,Jagged Peak Energy
1545,JHX,James Hardie Industries plc
1546,JHG,Janus Henderson Group plc
1547,JOF,Japan Smaller Capitalization
1548,JBGS,JBG SMITH Properties
