,Symbol,Name
3251,ATEC,Alphatec Holdings
3252,ALPN,Alpine Immune Sciences
3253,SWIN,ALPSDorsey Wright Sector Momentum ETF
3254,AABA,Altaba
3255,ALTR,Altair Engineering
3256,ALT,Altimmune
3257,ASPS,Altisource Portfolio Solutions SA
3258,AIMC,Altra Industrial Motion
3259,AMAG,AMAG Pharmaceuticals
3260,AMRN,Amarin  plc
3261,AMRK,AMark Precious Metals
3262,AMZN,Amazon
3263,AMBC,Ambac Financial Group
3264,AMBCW,Ambac Financial Group
3265,AMBA,Ambarella
3266,AMCX,AMC Networks
3267,DOX,Amdocs Limited
3268,AMDA,Amedica
3269,AMED,Amedisys
3270,UHAL,Amerco
3271,AMRH,Ameri Holdings
3272,AMRHW,Ameri Holdings
3273,ATAX,America First Multifamily Investors LP
3275,AAL,American Airlines Group
3276,ACSF,American Capital Senior Floating Ltd
3277,AETI,American Electric Technologies
3278,AMNB,American National Bankshares
3279,ANAT,American National Insurance pany
3280,AOBC,American Outdoor Brands
3281,APEI,American Public Education
3282,ARII,American Railcar Industries
3283,AMRB,American River Bankshares
3284,AMSWA,American Software
3285,AMSC,American Superconductor
3286,AMWD,American Woodmark
3287,CRMT,America39s CarMart
3288,ABCB,Ameris Ban
3289,AMSF,AMERISAFE
3290,ASRV,AmeriServ Financial
3291,ASRVP,AmeriServ Financial
3292,ATLO,Ames National
3293,AMGN,Amgen
3294,FOLD,Amicus Therapeutics
3295,AMKR,Amkor Technology
3296,AMPH,Amphastar Pharmaceuticals
3297,IBUY,Amplify Online Retail ETF
3298,ASYS,Amtech Systems
3299,AFSI,Am Financial Services
3300,AMRS,Amyris
3301,ADI,Analog Devices
3302,ALOG,Analogic
3303,ANAB,AnaptysBio
3304,AVXL,Anavex Life Sciences
3305,ANCB,Anchor Ban
3306,ANDA,Andina Acquisition  II
3307,ANDAR,Andina Acquisition  II
3308,ANDAU,Andina Acquisition  II
3309,ANDAW,Andina Acquisition  II
3310,ANGI,ANGI Homeservices
3311,ANGO,AngioDynamics
3312,ANIP,ANI Pharmaceuticals
3313,ANIK,Anika Therapeutics
3314,ANSS,ANSYS
3315,ATRS,Antares Pharma
3316,ANTH,Anthera Pharmaceuticals
3317,APLS,Apellis Pharmaceuticals
3318,APOG,Apogee Enterprises
3319,APEN,Apollo Endosurgery
3320,AINV,Apollo Investment
3321,AMEH,Apollo Medical Holdings
3322,APPF,AppFolio
3323,APPN,Appian
3324,AAPL,Apple
3325,ARCI,Appliance Recycling Centers of America
3326,APDN,Applied DNA Sciences
3327,APDNW,Applied DNA Sciences
3328,AGTC,Applied Genetic Technologies
3329,AMAT,Applied Materials
3330,AAOI,Applied Optoelectronics
3331,AREX,Approach Resources
3332,APTI,Apptio
3333,APRI,Apricus Biosciences
3334,APVO,Aptevo Therapeutics
3335,APTO,Aptose Biosciences
3336,AQMS,Aqua Metals
3337,AQB,AquaBounty Technologies
3338,AQXP,Aquinox Pharmaceuticals
3339,ARDM,Aradigm
3340,ARLZ,Aralez Pharmaceuticals
3341,PETX,Aratana Therapeutics
3342,ABUS,Arbutus Biopharma
3343,ARCW,ARC Group Worldwide
3344,ABIO,ARCA biopharma
3345,RKDA,Arcadia Biosciences
3346,ARCB,ArcBest
3347,ACGL,Arch Capital Group Ltd
3348,ACGLO,Arch Capital Group Ltd
3349,ACGLP,Arch Capital Group Ltd
3350,APLP,Archrock Partners LP
3351,FUV,Arcimoto
3352,ARCT,Arcturus Therapeutics Ltd
3353,ARDX,Ardelyx
3354,ARNA,Arena Pharmaceuticals
3355,ARCC,Ares Capital
3356,ARGX,argenx SE
3357,AGII,Argo Group International Holdings Ltd
3358,AGIIL,Argo Group International Holdings Ltd
3359,ARGS,Argos Therapeutics
3360,ARKR,Ark Restaurants
3361,ARTX,Arotech
3362,ARQL,ArQule
3363,ARRY,Array BioPharma
3364,ARRS,ARRIS International plc
3365,DWCR,Arrow DWA Country Rotation ETF
3366,DWAT,Arrow DWA Tactical ETF
3367,AROW,Arrow Financial
3368,ARWR,Arrowhead Pharmaceuticals
3369,ASNS,Arsanis
3370,ARTNA,Artesian Resources
3371,ARTW,Art39sWay Manufacturing Co
3372,ASNA,Ascena Retail Group
3373,ASND,Ascendis Pharma AS
3374,ASCMA,Ascent Capital Group
3375,APWC,Asia Pacific Wire  Cable  Limited
3376,ASML,ASML Holding NV
3377,ASPU,Aspen Group
3378,AZPN,Aspen Technology
3379,ASMB,Assembly Biosciences
3380,ASFI,Asta ing
3381,ASTE,Astec Industries
3382,ATRO,Astronics
3383,ALOT,AstroNova
3384,ASTC,Astrotech
3385,ASUR,Asure Software
3386,ASV,ASV Holdings
3387,ATAI,ATA
3388,ATRA,Atara Biotherapeutics
3389,ATHN,athenahealth
3390,ATNX,Athenex
3391,ATHX,Athersys
3392,ATAC,Atlantic Acquisition
3393,ATACR,Atlantic Acquisition
3394,ATACU,Atlantic Acquisition
3395,AAME,Atlantic American
3396,ACBI,Atlantic Capital Bancshares
3397,ACFC,Atlantic Coast Financial
3398,AY,Atlantica Yield plc
3399,ATLC,Atlanticus Holdings
3400,AAWW,Atlas Air Worldwide Holdings
3401,AFH,Atlas Financial Holdings
3402,AFHBL,Atlas Financial Holdings
3403,TEAM,Atlassian  Plc
3404,ATNI,ATN International
3405,ATOM,Atomera orporated
3406,ATOS,Atossa Genetics
3407,ATRC,AtriCure
3408,ATRI,Atrion
3409,ATTU,Attunity Ltd
3410,LIFE,aTyr Pharma
3411,AUBN,Auburn National Ban
3412,BOLD,Audentes Therapeutics
3413,AUDC,AudioCodes Ltd
3414,AUPH,Aurinia Pharmaceuticals
3415,EARS,Auris Medical Holding AG
3416,ADSK,Autodesk
3417,ADP,Automatic Data Processing
3418,AUTO,AutoWeb
3419,AVDL,Avadel Pharmaceuticals plc
3420,ATXI,Avenue Therapeutics
3421,AVEO,AVEO Pharmaceuticals
3422,AVXS,AveXis
3423,AVNW,Aviat Networks
3424,AVID,Avid Technology
3425,AVGR,Avinger
3426,AVIR,Aviragen Therapeutics
3427,CAR,Avis Budget Group
3428,AHPA,Avista Healthcare Public Acquisition
3429,AHPAU,Avista Healthcare Public Acquisition
3430,AHPAW,Avista Healthcare Public Acquisition
3431,AWRE,Aware
3432,ACLS,Axcelis Technologies
3433,AXGN,AxoGen
3434,AAXN,Axon Enterprise
3435,AXON,Axovant Sciences Ltd
3436,AXSM,Axsome Therapeutics
3437,AXTI,AXT
3438,AYTU,Aytu BioScience
3439,AZRX,AzurRx BioPharma
3440,BCOM,B munications Ltd
3441,RILY,B Riley Financial
3442,RILYG,B Riley Financial
3443,RILYL,B Riley Financial
3444,RILYZ,B Riley Financial
3445,BOSC,BOS Better Online Solutions
3446,BIDU,Baidu
3447,BCPC,Balchem
3448,BWINA,Baldwin  Lyons
3449,BWINB,Baldwin  Lyons
3450,BLDP,Ballard Power Systems
3451,BANF,BancFirst
3452,BANFP,BancFirst
3453,BCTF,Ban 34
3454,BAND,Bandwidth
3455,BKMU,Bank Mutual
3456,BOCH,Bank of merce Holdings CA
3457,BMRC,Bank of Marin Ban
3458,BKSC,Bank of South Carolina
3459,BOTJ,Bank of the James Financial Group
3460,OZRK,Bank of the Ozarks
3461,BFIN,BankFinancial
3462,BWFG,Bankwell Financial Group
3463,BANR,Banner
3464,BZUN,Baozun
3465,TAPR,Barclays Inverse US Treasury posite ETN
3466,BHAC,BaringtonHilco Acquisition
3467,BHACR,BaringtonHilco Acquisition
3468,BHACU,BaringtonHilco Acquisition
3469,BHACW,BaringtonHilco Acquisition
3470,BBSI,Barrett Business Services
3471,BSET,Bassett Furniture Industries orporated
3472,BYBK,Bay Ban
3473,BV,Bazaarvoice
3474,BCBP,BCB Ban  NJ
3475,BECN,Beacon Roofing Supply
3476,BSF,Bear State Financial
3477,BBGI,Beasley Broadcast Group
3478,BBBY,Bed Bath  Beyond
3479,BGNE,BeiGene Ltd
3480,BELFA,Bel Fuse
3481,BELFB,Bel Fuse
3482,BLPH,Bellerophon Therapeutics
3483,BLCM,Bellicum Pharmaceuticals
3484,BNCL,Beneficial Ban
3485,BNFT,Benefitfocus
3486,BNTC,Benitec Biopharma Limited
3487,BNTCW,Benitec Biopharma Limited
3488,BYSI,BeyondSpring
3489,BGCP,BGC Partners
3490,BGFV,Big 5 Sporting Goods
3491,BRPA,Big Rock Partners Acquisition
3492,BRPAR,Big Rock Partners Acquisition
3493,BRPAU,Big Rock Partners Acquisition
3494,BRPAW,Big Rock Partners Acquisition
3495,BASI,Bioanalytical Systems
3496,ORPN,Bioblast Pharma Ltd
3497,BIOC,Biocept
3498,BCRX,BioCryst Pharmaceuticals
3499,BDSI,BioDelivery Sciences International
3500,BIIB,Biogen
3501,BKYI,BIOkey International
3502,BIOL,Biolase
3503,BLFS,BioLife Solutions
3504,BLRX,BioLineRx Ltd
3505,BMRN,BioMarin Pharmaceutical
3506,BMRA,Biomerica
3507,BVXV,BiondVax Pharmaceuticals Ltd
3508,BVXVW,BiondVax Pharmaceuticals Ltd
3509,BPTH,BioPath Holdings
3510,BIOS,BioScrip
3511,BSTC,BioSpecifics Technologies
3512,BSPM,Biostar Pharmaceuticals
3513,TECH,BioTechne
3514,BEAT,BioTelemetry
3515,BIVV,Bioverativ
3516,BCAC,Bison Capital Acquisition
3517,BCACR,Bison Capital Acquisition
3518,BCACU,Bison Capital Acquisition
3519,BCACW,Bison Capital Acquisition
3520,BJRI,BJ39s Restaurants
3521,BBOX,Black Box
3522,BRAC,Black Ridge Acquisition
3523,BRACR,Black Ridge Acquisition
3524,BRACU,Black Ridge Acquisition
3525,BRACW,Black Ridge Acquisition
3526,BLKB,Blackbaud
3527,HAWK,Blackhawk Network Holdings
3528,BL,BlackLine
3529,BKCC,BlackRock Capital Investment
3530,ADRA,BLDRS Asia 50 ADR Index
3531,ADRD,BLDRS Developed Markets 100 ADR Index
3532,ADRE,BLDRS Emerging Markets 50 ADR Index
3533,ADRU,BLDRS Europe 100 ADR Index
3534,BLMN,Bloomin39 Brands
3535,BCOR,Blucora
3536,BLBD,Blue Bird
3537,BUFF,Blue Buffalo Pet Products
3538,BHBK,Blue Hills Ban
3539,BLUE,bluebird bio
3540,BKEP,Blueknight Energy Partners LP LLC
3541,BKEPP,Blueknight Energy Partners LP LLC
3542,BPMC,Blueprint Medicines
3543,BMCH,BMC Stock Holdings
3544,BMLP,BMO Elkhorn DWA MLP Select Index ETN
3545,BOBE,Bob Evans Farms
3546,BOFI,BofI Holding
3547,BOFIL,BofI Holding
3548,WIFI,Boingo Wireless
3549,BOJA,Bojangles39
3550,BOKF,BOK Financial
3551,BOKFL,BOK Financial
3552,BNSO,Bonso Electronics International
3553,BRQS,Borqs Technologies
3554,BOMN,Boston Omaha
3555,BPFH,Boston Private Financial Holdings
3556,BPFHP,Boston Private Financial Holdings
3557,BPFHW,Boston Private Financial Holdings
3558,EPAY,Bottomline Technologies
3559,BOXL,Boxlight
3560,BCLI,Brainstorm Cell Therapeutics
3561,BBRG,Bravo Brio Restaurant Group
3562,BDGE,Bridge Ban
3563,BLIN,Bridgeline Digital
3564,BRID,Bridgford Foods
3565,BCOV,Brightcove
3566,BHF,Brighthouse Financial
3567,AVGO,Broad Limited
3568,BSFT,BroadSoft
3569,BVSN,BroadVision
3570,BYFC,Broadway Financial
3571,BWEN,Broadwind Energy
3572,BPY,Brookfield Property Partners LP
3573,BRKL,Brookline Ban
3574,BRKS,Brooks Automation
3575,BRKR,Bruker
3576,BMTC,Bryn Mawr Bank
3577,BLMT,BSB Ban
3578,BSQR,BSQUARE
3579,BWLD,Buffalo Wild Wings
3580,BLDR,Builders FirstSource
3581,BUR,Burcon NutraScience
3582,CFFI,CF Financial
3583,CHRW,CH Robinson Worldwide
3584,CA,CA
3585,CCMP,Cabot Microelectronics
3586,CDNS,Cadence Design Systems
3587,CDZI,Cadiz
3588,CZR,Caesars Entertainment
3589,CSTE,Caesarstone Ltd
3590,PRSS,CafePress
3591,CLBS,Caladrius Biosciences
3592,CHY,Calamos Convertible and High ome
3593,CHI,Calamos Convertible Opportunities and ome
3594,CCD,Calamos Dynamic Convertible  ome
3595,CHW,Calamos Global Dynamic ome
3596,CGO,Calamos Global Total Return
3597,CSQ,Calamos Strategic Total Return
3598,CAMP,CalAmp
3599,CVGW,Calavo Growers
3600,CALA,Calithera Biosciences
3601,CALD,Callidus Software
3602,CALM,CalMaine Foods
3603,CLMT,Calumet Specialty Products Partners LP
3604,CLXT,Calyxt
3605,ABCD,Cambium Learning Group
3606,CATC,Cambridge Ban
3607,CAC,Camden National
3608,CAMT,Camtek Ltd
3609,CSIQ,Canadian Solar
3610,CGIX,Cancer Genetics
3611,CPHC,Canterbury Park Holding
3612,CPLA,Capella Education pany
3613,CCBG,Capital City Bank Group
3614,CPLP,Capital Product Partners LP
3615,CSWC,Capital Southwest
3616,CSWCL,Capital Southwest
3617,CPTA,Capitala Finance
3618,CPTAG,Capitala Finance
3619,CPTAL,Capitala Finance
3620,CFFN,Capitol Federal Financial
3621,CAPR,Capricor Therapeutics
3622,CSTR,CapStar Financial Holdings
3623,CPST,Capstone Turbine
3624,CARA,Cara Therapeutics
3625,CARB,Carbonite
3626,CRME,Cardiome Pharma
3627,CSII,Cardiovascular Systems
3628,CATM,Cardtronics plc
3629,CDNA,CareDx
3630,CECO,Career Education
3631,CTRE,Care REIT
3632,CARG,CarGurus
3633,CARO,Carolina Financial
3634,CART,Carolina  BancShares
3635,CRZO,Carrizo Oil  Gas
3636,TAST,Carrols Restaurant Group
3637,CARV,Carver Ban
3638,CASM,CAS Medical Systems
3639,CASA,Casa Systems
3640,CASC,Cascadian Therapeutics
3641,CWST,Casella Waste Systems
3642,CASY,Caseys General Stores
3643,CASI,CASI Pharmaceuticals
3644,CASS,Cass Information Systems
3645,CATB,Catabasis Pharmaceuticals
3646,CBIO,Catalyst Biosciences
3647,CPRX,Catalyst Pharmaceuticals
3648,CATS,Catasys
3649,CATY,Cathay General Ban
3650,CATYW,Cathay General Ban
3651,CVCO,Cavco Industries
3652,CAVM,Cavium
3653,CBFV,CB Financial Services
3654,CBAK,CBAK Energy Technology
3655,CBOE,Cboe Global Markets
3656,CBTX,CBTX
3657,CDK,CDK Global
3658,CDW,CDW
3659,CECE,CECO Environmental
3660,CELC,Celcuity
3661,CELG,Celgene
3662,CELGZ,Celgene
3663,CLDX,Celldex Therapeutics
3664,APOP,Cellect Biotechnology Ltd
3665,APOPW,Cellect Biotechnology Ltd
3666,CLRB,Cellectar Biosciences
3667,CLRBW,Cellectar Biosciences
3668,CLRBZ,Cellectar Biosciences
3669,CLLS,Cellectis SA
3670,CBMG,Cellular Biomedicine Group
3671,CLSN,Celsion
3672,CELH,Celsius Holdings
3673,CYAD,Celyad SA
3674,CETX,Cemtrex
3675,CETXP,Cemtrex
3676,CETXW,Cemtrex
3677,CDEV,Centennial Resource Development
3678,CSFL,CenterState Bank
3679,CETV,Central European Media Enterprises Ltd
3680,CFBK,Central Federal
3681,CENT,Central Garden  Pet pany
3682,CENTA,Central Garden  Pet pany
3683,CVCY,Central Valley munity Ban
3684,CENX,Century Aluminum pany
3685,CNBKA,Century Ban
3686,CNTY,Century Casinos
3687,CVO,Cenveo
3688,CRNT,Ceragon Networks Ltd
3689,CERC,Cerecor
3690,CERCW,Cerecor
3691,CERN,Cerner
3692,CERS,Cerus
3693,KOOL,Cesca Therapeutics
3694,CEVA,CEVA
3695,CSBR,Champions Oncology
3696,CYOU,Changyou Limited
3697,BURG,Chanticleer Holdings
3698,CTHR,Charles  Colvard Ltd
3699,GTLS,Chart Industries
3700,CHTR,Charter munications
3701,CHFN,Charter Financial
3702,CHKP,Check Point Software Technologies Ltd
3703,CHEK,CheckCap Ltd
3704,CHEKW,CheckCap Ltd
3705,CKPT,Checkpoint Therapeutics
3706,CEMI,Chembio Diagnostics
3707,CHFC,Chemical Financial
3708,CCXI,ChemoCentryx
3709,CHMG,Chemung Financial
3710,CHKE,Cherokee
3711,CHFS,CHF Solutions
3712,CHMA,Chiasma
3713,CSSE,Chicken Soup for the Soul Entertainment
3714,PLCE,Children39s Place  The
3715,CMRX,Chimerix
3716,CADC,China Advanced Construction Materials Group
3717,CALI,China Auto Logistics
3718,CAAS,China Automotive Systems
3719,CBPO,China Biologic Products Holdings
3720,CCCL,China Ceramics Co Ltd
3721,CCCR,China mercial Credit
3722,CCRC,China Customer Relations Centers
3723,JRJC,China Finance Online Co Limited
3724,HGSH,China HGS Real Estate
3725,CNIT,China Information Technology
3726,CIFS,China Internet Nationwide Financial Services
3727,CJJD,China JoJo Drugstores
3728,CLDC,China Lending
3729,HTHT,China Lodging Group Limited
3730,CHNR,China Natural Resources
3731,CREG,China Recycling Energy
3732,CNTF,China TechFaith Wireless munication Technology Limited
3733,CXDC,China XD Plastics pany Limited
3734,CCIH,ChinaCache International Holdings Ltd
3735,CNET,ChinaNet Online Holdings
3736,IMOS,ChipMOS TECHNOLOGIES
3737,CDXC,ChromaDex
3738,CHSCL,CHS
3739,CHSCM,CHS
3740,CHSCN,CHS
3741,CHSCO,CHS
3742,CHSCP,CHS
3743,CHDN,Churchill Downs orporated
3744,CHUY,Chuy39s Holdings
3745,CDTX,Cidara Therapeutics
3746,CMCT,CIM mercial
3747,CMCTP,CIM mercial
3748,CMPR,Cimpress NV
3749,CINF,Cinnati Financial
3750,CIDM,Cinedigm
3751,CTAS,Cintas
3752,CRUS,Cirrus Logic
3753,CSCO,Cisco Systems
3754,CTRN,Citi Trends
3755,CTXR,Citius Pharmaceuticals
3756,CTXRW,Citius Pharmaceuticals
3757,CZNC,Citizens  Northern
3758,CZWI,Citizens munity Ban
3759,CZFC,Citizens First
3760,CIZN,Citizens Holding pany
3761,CTXS,Citrix Systems
3762,CHCO,City Holding pany
3763,CIVB,Civista Bancshares
3764,CIVBP,Civista Bancshares
3765,CLAR,Clarus
3766,CDTI,Clean Diesel Technologies
3767,CLNE,Clean Energy Fuels
3768,CLNT,Cleantech Solutions International
3769,CACG,ClearBridge All Cap Growth ETF
3770,YLDE,ClearBridge Dividend Strategy ESG ETF
3771,LRGE,ClearBridge Large Cap Growth ESG ETF
3772,CLFD,Clearfield
3773,CLRO,ClearOne
3774,CLSD,Clearside Biomedical
3775,CLIR,ClearSign bustion
3776,CLIRW,ClearSign bustion
3777,CMTA,Clementia Pharmaceuticals
3778,CBLI,Cleveland BioLabs
3779,CSBK,Clifton Ban
3780,CLVS,Clovis Oncology
3781,CMFN,CM Finance
3782,CMSS,CM Seven Star Acquisition
3783,CMSSR,CM Seven Star Acquisition
3784,CMSSU,CM Seven Star Acquisition
3785,CMSSW,CM Seven Star Acquisition
3786,CME,CME Group
3787,CCNE,CNB Financial
3788,CWAY,Coastway Ban
3789,COBZ,CoBiz Financial
3790,COKE,CocaCola Bottling Co Consolidated
3791,CODA,Coda Octopus Group
3792,CDXS,Codexis
3793,CODX,CoDiagnostics
3794,CVLY,Codorus Valley Ban
3795,JVA,Coffee Holding Co
3796,CCOI,Cogent munications Holdings
3797,CGNT,Cogentix Medical
3798,COGT,Cogint
3799,CGNX,Cognex
3800,CTSH,Cognizant Technology Solutions
3801,CWBR,CohBar
3802,COHR,Coherent
3803,CHRS,Coherus BioSciences
3804,COHU,Cohu
3805,CLCT,Collectors Universe
3806,COLL,Collegium Pharmaceutical
3807,CIGI,Colliers International Group
3808,CBAN,Colony Bank
3809,COLB,Columbia Banking System
3810,COLM,Columbia Sportswear pany
3811,CMCO,Columbus McKinnon
3812,CMCSA,cast
3813,CBSH,merce Bancshares
3814,CBSHP,merce Bancshares
3815,CHUBA,merceHub
3816,CHUBK,merceHub
3817,CVGI,mercial Vehicle Group
3818,COMM,mScope Holding pany
3819,JCS,munications Systems
3820,ESXB,munity Bankers
3821,CFBI,munity First Bancshares
3822,CYHHZ,munity Health Systems
3823,CTBI,munity  Ban
3824,CWBC,munity West Bancshares
3825,CVLT,mvault Systems
3826,CGEN,pugen Ltd
3827,CPSI,puter Programs and Systems
3828,CTG,puter Task Group orporated
3829,CHCI,stock Holding panies
3830,CMTL,tech Telemunications
3831,CNAT,Conatus Pharmaceuticals
3832,CNCE,Concert Pharmaceuticals
3833,CXRX,Concordia International
3834,CCUR,Concurrent puter
3835,CDOR,Condor Hospitality
3836,CFMS,ConforMIS
3837,CNFR,Conifer Holdings
3838,CNMD,CONMED
3839,CTWS,Connecticut Water Service
3840,CNOB,ConnectOne Ban
3841,CONN,Conn39s
3842,CNSL,Consolidated munications Holdings
3843,CWCO,Consolidated Water Co Ltd
3844,CNAC,Constellation Alpha Capital
3845,CNACR,Constellation Alpha Capital
3846,CNACU,Constellation Alpha Capital
3847,CNACW,Constellation Alpha Capital
3848,CPSS,Consumer Portfolio Services
3849,CFRX,ContraFect
3850,CTRV,ContraVir Pharmaceuticals
3851,CTRL,Control4
3852,CPRT,Copart
3853,CRBP,Corbus Pharmaceuticals Holdings
3854,CORT,Corcept Therapeutics orporated
3855,CORE,CoreMark Holding pany
3856,CORI,Corium International
3857,CSOD,Cornerstone OnDemand
3858,CRVL,CorVel
3859,CRVS,Corvus Pharmaceuticals
3860,CSGP,CoStar Group
3861,COST,Costco Wholesale
3862,CPAH,CounterPath
3863,ICBK,County Ban
3864,COUP,Coupa Software orporated
3865,CVTI,Covenant Transportation Group
3866,COWN,Cowen
3867,COWNL,Cowen
3868,COWNZ,Cowen
3869,PMTS,CPI Card Group
3870,CPSH,CPS Technologies
3871,CRAI,CRA International
3872,CBRL,Cracker Barrel Old Country Store
3873,BREW,Craft Brew Alliance
3874,CRAY,Cray
3875,CACC,Credit Acceptance
3876,CREE,Cree
3877,CRESY,Cresud SACIF y A
3878,CRSP,CRISPR Therapeutics AG
3879,CRTO,Criteo SA
3880,CROX,Crocs
3881,CCRN,Cross Country Healthcare
3882,CRWS,Crown Crafts
3883,CYRX,CryoPort
3884,CYRXW,CryoPort
3885,CSGS,CSG Systems International
3886,CCLP,CSI pressco LP
3887,CSPI,CSP
3888,CSWI,CSW Industrials
3889,CSX,CSX
3890,CTIC,CTI BioPharma
3891,CTIB,CTI Industries
3892,CTRP,Ctrip International Ltd
3893,CUE,Cue Biopharma
3894,CUI,CUI Global
3895,CPIX,Cumberland Pharmaceuticals
3896,CRIS,Curis
3897,CUTR,Cutera
3898,CVBF,CVB Financial
3899,CVV,CVD Equipment
3900,CYAN,Cyanotech
3901,CYBR,CyberArk Software Ltd
3902,CYBE,CyberOptics
3903,CYCC,Cyclacel Pharmaceuticals
3904,CYCCP,Cyclacel Pharmaceuticals
3905,CBAY,CymaBay Therapeutics
3906,CY,Cypress Semiconductor
3907,CYRN,CYREN Ltd
3908,CONE,CyrusOne
3909,CYTK,Cytokinetics orporated
3910,CTMX,CytomX Therapeutics
3911,CYTX,Cytori Therapeutics
3912,CYTXW,Cytori Therapeutics
3913,CTSO,Cytosorbents
3914,CYTR,CytRx
3915,DJCO,Daily Journal  SC
3916,DAKT,Daktronics
3917,DARE,Dare Bioscience
3918,DRIO,DarioHealth
3919,DRIOW,DarioHealth
3920,DZSI,DASAN Zhone Solutions
3921,DSKE,Daseke
3922,DSKEW,Daseke
3923,DAIO,Data IO
3924,DWCH,Datawatch
3925,PLAY,Dave  Buster39s Entertainment
3926,DTEA,DAVIDsTEA
3927,DFNL,Davis Select Financial ETF
3928,DUSA,Davis Select US Equity ETF
3929,DWLD,Davis Select Worldwide ETF
3930,DWSN,Dawson Geophysical pany
3931,DBVT,DBV Technologies SA
3932,DCPH,Deciphera Pharmaceuticals
3933,DFRG,Del Frisco39s Restaurant Group
3934,TACO,Del Taco Restaurants
3935,TACOW,Del Taco Restaurants
3936,DMPI,DelMar Pharmaceuticals
3937,DELT,Delta Technology Holdings Limited
3938,DNLI,Denali Therapeutics
3939,DENN,Denny39s
3940,XRAY,DENTSPLY SIRONA
3941,DEPO,Depomed
3942,DERM,Dermira
3943,DEST,Destination Maternity
3944,DXLG,Destination XL Group
3945,DSWL,Deswell Industries
3946,DTRM,Determine
3947,DXCM,Dex
3948,DHXM,DHX Media Ltd
3949,DHIL,Diamond Hill Investment Group
3950,FANG,Diamondback Energy
3951,DCIX,Diana Containerships
3952,DRNA,Dicerna Pharmaceuticals
3953,DFBG,Differential Brands Group
3954,DFFN,Diffusion Pharmaceuticals
3955,DGII,Digi International
3956,DMRC,Digimarc
3957,DRAD,Digirad
3958,DGLY,Digital Ally
3959,APPS,Digital Turbine
3960,DCOM,Dime munity Bancshares
3961,DIOD,Diodes orporated
3962,DISCA,Discovery munications
3963,DISCB,Discovery munications
3964,DISCK,Discovery munications
3965,DISH,DISH Network
3966,DVCR,Diversicare Healthcare Services
3967,SAUC,Diversified Restaurant Holdings
3968,DLHC,DLH Holdings
3969,BOOM,DMC Global
3970,DNBF,DNB Financial
3971,DOGZ,Dogness International
3972,DLTR,Dollar Tree
3973,DLPN,Dolphin Entertainment
3974,DLPNW,Dolphin Entertainment
3975,DGICA,Donegal Group
3976,DGICB,Donegal Group
3977,DMLP,Dorchester Minerals LP
3978,DORM,Dorman Products
3979,DOVA,Dova Pharmaceuticals
3980,LYL,Dragon Victory International Limited
3981,DOTA,Draper Oakwood Technology Acquisition
3982,DOTAR,Draper Oakwood Technology Acquisition
3983,DOTAU,Draper Oakwood Technology Acquisition
3984,DOTAW,Draper Oakwood Technology Acquisition
3985,DRYS,DryShips
3986,DSPG,DSP Group
3987,DLTH,Duluth Holdings
3988,DNKN,Dunkin39 Brands Group
3989,DRRX,DURECT
3990,DXPE,DXP Enterprises
3991,DYSL,Dynasil  of America
3992,DYNT,Dynatronics
3993,DVAX,Dynavax Technologies
3994,ETFC,ETRADE Financial
3995,EBMT,Eagle Ban Montana
3996,EGBN,Eagle Ban
3997,EGLE,Eagle Bulk Shipping
3998,EFBI,Eagle Financial Ban
3999,EGRX,Eagle Pharmaceuticals
4000,EWBC,East West Ban
4001,EACQ,Easterly Acquisition
4002,EACQU,Easterly Acquisition
4003,EACQW,Easterly Acquisition
4004,EML,Eastern pany The
4005,EAST,Eastside Distilling
4006,EASTW,Eastside Distilling
4007,EVGBC,Eaton Vance Global ome Builder NextShares
4008,EVFTC,Eaton Vance NextShares  II
4009,OKDCC,Eaton Vance NextShares  II
4010,EVSTC,Eaton Vance Stock NextShares
4011,EVLMC,Eaton Vance TABS 5to15 Year Laddered Municipal NextShar
4012,EBAY,eBay
4013,EBAYL,eBay
4014,EBIX,Ebix
4015,ELON,Echelon
4016,ECHO,Echo Global Logistics
4017,SATS,EchoStar
4018,EEI,Ecology and Environment
4019,ESES,EcoStim Energy Solutions
4020,EDAP,EDAP TMS SA
4021,EDGE,Edge Therapeutics
4022,EDGW,Edgewater Technology
4023,EDIT,Editas Medicine
4024,EDUC,Educational Development
4025,EGAN,eGain
4026,EGLT,Egalet
4027,EHTH,eHealth
4028,EIGR,Eiger BioPharmaceuticals
4029,EKSO,Ekso Bionics Holdings
4030,LOCO,El Pollo Loco Holdings
4031,EMITF,Elbit Imaging Ltd
4032,ESLT,Elbit Systems Ltd
4033,ERI,Eldorado Resorts
4034,ESIO,Electro Scientific Industries
4035,EA,Electronic Arts
4036,EFII,Electronics for Imaging
4037,ELSE,ElectroSensors
4038,ELEC,Electrum Special Acquisition
4039,ELECU,Electrum Special Acquisition
4040,ELECW,Electrum Special Acquisition
4041,EBIO,Eleven Biotherapeutics
4042,DWAC,Elkhorn modity Rotation Strategy ETF
4043,ESBK,Elmira Savings Bank NY The
4044,ELTK,Eltek Ltd
4045,EMCI,EMC Insurance Group
4046,EMCF,Emclaire Financial
4047,EMKR,EMCORE
4048,EMMS,Emmis munications
4049,NYNY,Empire Resorts
4050,ENTA,Enanta Pharmaceuticals
4051,ECPG,Encore Capital Group
4052,WIRE,Encore Wire
